session_id,state,timestamp
u2001,/landing,2026-04-05T10:00:00Z
u2001,/pricing,2026-04-05T10:00:05Z
u2001,/signup,2026-04-05T10:00:10Z
u2001,/onboarding,2026-04-05T10:00:16Z
u2001,/dashboard,2026-04-05T10:00:22Z
u2001,/reports,2026-04-05T10:00:30Z
u2001,/export,2026-04-05T10:00:38Z

u2002,/landing,2026-04-05T10:01:00Z
u2002,/pricing,2026-04-05T10:01:06Z
u2002,/signup,2026-04-05T10:01:12Z
u2002,/onboarding,2026-04-05T10:01:18Z
u2002,/dashboard,2026-04-05T10:01:25Z
u2002,/settings,2026-04-05T10:01:32Z
u2002,/dashboard,2026-04-05T10:01:40Z

u2003,/home,2026-04-05T10:02:00Z
u2003,/search,2026-04-05T10:02:05Z
u2003,/product-detail,2026-04-05T10:02:10Z
u2003,/reviews,2026-04-05T10:02:15Z
u2003,/product-detail,2026-04-05T10:02:20Z
u2003,/cart,2026-04-05T10:02:27Z
u2003,/checkout,2026-04-05T10:02:35Z
u2003,/order-complete,2026-04-05T10:02:42Z

u2004,/home,2026-04-05T10:03:00Z
u2004,/search,2026-04-05T10:03:04Z
u2004,/search,2026-04-05T10:03:08Z
u2004,/category,2026-04-05T10:03:14Z
u2004,/product-detail,2026-04-05T10:03:20Z
u2004,/home,2026-04-05T10:03:28Z

u2005,/landing,2026-04-05T10:04:00Z
u2005,/features,2026-04-05T10:04:06Z
u2005,/pricing,2026-04-05T10:04:12Z
u2005,/contact-sales,2026-04-05T10:04:20Z

u2006,/home,2026-04-05T10:05:00Z
u2006,/recommendations,2026-04-05T10:05:06Z
u2006,/product-detail,2026-04-05T10:05:12Z
u2006,/cart,2026-04-05T10:05:18Z
u2006,/checkout,2026-04-05T10:05:25Z
u2006,/payment,2026-04-05T10:05:32Z
u2006,/order-complete,2026-04-05T10:05:40Z

u2007,/home,2026-04-05T10:06:00Z
u2007,/search,2026-04-05T10:06:04Z
u2007,/product-detail,2026-04-05T10:06:10Z
u2007,/reviews,2026-04-05T10:06:16Z
u2007,/product-detail,2026-04-05T10:06:22Z
u2007,/reviews,2026-04-05T10:06:28Z

u2008,/landing,2026-04-05T10:07:00Z
u2008,/pricing,2026-04-05T10:07:07Z
u2008,/signup,2026-04-05T10:07:14Z
u2008,/signup,2026-04-05T10:07:20Z

u2009,/home,2026-04-05T10:08:00Z
u2009,/category,2026-04-05T10:08:05Z
u2009,/product-detail,2026-04-05T10:08:11Z
u2009,/cart,2026-04-05T10:08:17Z
u2009,/checkout,2026-04-05T10:08:23Z

u2010,/home,2026-04-05T10:09:00Z
u2010,/search,2026-04-05T10:09:05Z
u2010,/product-detail,2026-04-05T10:09:10Z
u2010,/cart,2026-04-05T10:09:16Z
u2010,/checkout,2026-04-05T10:09:22Z
u2010,/order-complete,2026-04-05T10:09:29Z
u2010,/order-history,2026-04-05T10:09:36Z

u2011,/landing,2026-04-05T10:10:00Z
u2011,/pricing,2026-04-05T10:10:05Z
u2011,/features,2026-04-05T10:10:10Z
u2011,/landing,2026-04-05T10:10:16Z

u2012,/home,2026-04-05T10:11:00Z
u2012,/recommendations,2026-04-05T10:11:05Z
u2012,/product-detail,2026-04-05T10:11:11Z
u2012,/cart,2026-04-05T10:11:17Z
u2012,/checkout,2026-04-05T10:11:23Z
u2012,/payment,2026-04-05T10:11:30Z
u2012,/order-complete,2026-04-05T10:11:38Z

u2013,/home,2026-04-05T10:12:00Z
u2013,/search,2026-04-05T10:12:04Z
u2013,/category,2026-04-05T10:12:09Z
u2013,/product-detail,2026-04-05T10:12:14Z
u2013,/reviews,2026-04-05T10:12:20Z
u2013,/product-detail,2026-04-05T10:12:26Z
u2013,/cart,2026-04-05T10:12:33Z
u2013,/checkout,2026-04-05T10:12:40Z
u2013,/order-complete,2026-04-05T10:12:48Z
